"Year"	"Plot"	"Ring"	"CO2 Treatment"	"Nitrogen Treatment"	"CountOfSpecies"	"CountOfGroup"	"Experiment"	"monospecies"	"Monogroup"	"Water Treatment"	"Temp Treatment"	"Depth"	"Carbon(%)"	"Nitrogen(%)"	"C/N Ratio"
2002	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	20-40	0.414	0.044	9.409090909
2002	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume	 	 	40-60	0.423	0.046	9.195652174
2002	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	0-10	0.974	0.091	10.7032967
2002	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	10-20	0.583	0.059	9.881355932
2002	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	20-40	0.547	0.055	9.945454545
2002	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	40-60	0.449	0.052	8.634615385
2002	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	0-10	0.917	0.079	11.60759494
2002	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	10-20	0.681	0.06	11.35
2002	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.922	0.059	15.62711864
2002	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	40-60	0.56	0.052	10.76923077
2002	211	4	Camb	Namb	4	2	M	 	 	 	 	0-10	1.192	0.106	11.24528302
2002	211	4	Camb	Namb	4	2	M	 	 	 	 	10-20	0.623	0.057	10.92982456
2002	211	4	Camb	Namb	4	2	M	 	 	 	 	20-40	0.484	0.051	9.490196078
2002	211	4	Camb	Namb	4	2	M	 	 	 	 	40-60	0.394	0.046	8.565217391
2002	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	0-10	0.606	0.06	10.1
2002	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	10-20	0.585	0.057	10.26315789
2002	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	20-40	0.461	0.052	8.865384615
2002	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	40-60	0.341	0.036	9.472222222
2002	213	4	Camb	Nenrich	16	4	M	 	 	 	 	0-10	1.157	0.102	11.34313725
2002	213	4	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.691	0.064	10.796875
2002	213	4	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.373	0.043	8.674418605
2002	213	4	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.321	0.037	8.675675676
2002	214	4	Camb	Nenrich	4	1	S	 	Forb	 	 	0-10	1.045	0.083	12.59036145
2002	214	4	Camb	Nenrich	4	1	S	 	Forb	 	 	10-20	0.696	0.063	11.04761905
2002	214	4	Camb	Nenrich	4	1	S	 	Forb	 	 	20-40	0.526	0.05	10.52
2002	214	4	Camb	Nenrich	4	1	S	 	Forb	 	 	40-60	0.532	0.052	10.23076923
2002	215	4	Camb	Nenrich	4	1	S	 	C-3	 	 	0-10	0.681	0.063	10.80952381
2002	215	4	Camb	Nenrich	4	1	S	 	C-3	 	 	10-20	0.663	0.061	10.86885246
2002	215	4	Camb	Nenrich	4	1	S	 	C-3	 	 	20-40	0.499	0.051	9.784313725
2002	215	4	Camb	Nenrich	4	1	S	 	C-3	 	 	40-60	0.543	0.056	9.696428571
2002	216	4	Camb	Namb	4	4	S	 	 	 	 	0-10	0.95	0.084	11.30952381
2002	216	4	Camb	Namb	4	4	S	 	 	 	 	10-20	0.639	0.061	10.47540984
2002	216	4	Camb	Namb	4	4	S	 	 	 	 	20-40	0.589	0.058	10.15517241
2002	216	4	Camb	Namb	4	4	S	 	 	 	 	40-60	0.438	0.045	9.733333333
2002	217	4	Camb	Namb	0	1	M	 	 	 	 	0-10	0.653	0.062	10.53225806
2002	217	4	Camb	Namb	0	1	M	 	 	 	 	10-20	0.66	0.062	10.64516129
2002	217	4	Camb	Namb	0	1	M	 	 	 	 	20-40	0.497	0.051	9.745098039
2002	217	4	Camb	Namb	0	1	M	 	 	 	 	40-60	0.442	0.048	9.208333333
2002	218	4	Camb	Nenrich	4	4	M	 	 	 	 	0-10	0.795	0.076	10.46052632
2002	218	4	Camb	Nenrich	4	4	M	 	 	 	 	10-20	0.563	0.056	10.05357143
2002	218	4	Camb	Nenrich	4	4	M	 	 	 	 	20-40	0.489	0.045	10.86666667
2002	218	4	Camb	Nenrich	4	4	M	 	 	 	 	40-60	0.422	0.05	8.44
2002	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.721	0.069	10.44927536
2002	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.651	0.056	11.625
2002	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.364	0.037	9.837837838
2002	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.339	0.035	9.685714286
2002	220	4	Camb	Namb	4	3	M	 	 	 	 	0-10	0.943	0.078	12.08974359
2002	220	4	Camb	Namb	4	3	M	 	 	 	 	10-20	0.669	0.065	10.29230769
2002	220	4	Camb	Namb	4	3	M	 	 	 	 	20-40	0.545	0.05	10.9
2002	220	4	Camb	Namb	4	3	M	 	 	 	 	40-60	0.573	0.055	10.41818182
2002	221	4	Camb	Namb	4	1	S	 	C-4	 	 	0-10	0.658	0.061	10.78688525
2002	221	4	Camb	Namb	4	1	S	 	C-4	 	 	10-20	0.492	0.049	10.04081633
2002	221	4	Camb	Namb	4	1	S	 	C-4	 	 	20-40	0.423	0.045	9.4
2002	221	4	Camb	Namb	4	1	S	 	C-4	 	 	40-60	0.32	0.035	9.142857143
2002	222	4	Camb	Namb	16	4	M	 	 	 	 	0-10	0.599	0.077	7.779220779
2002	222	4	Camb	Namb	16	4	M	 	 	 	 	10-20	0.507	0.063	8.047619048
2002	222	4	Camb	Namb	16	4	M	 	 	 	 	20-40	0.417	0.056	7.446428571
2002	222	4	Camb	Namb	16	4	M	 	 	 	 	40-60	0.449	0.059	7.610169492
2002	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	0-10	0.73	0.075	9.733333333
2002	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	10-20	0.508	0.062	8.193548387
2002	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.402	0.051	7.882352941
2002	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	40-60	0.297	0.046	6.456521739
2002	224	4	Camb	Nenrich	9	4	M	 	 	 	 	0-10	1.199	0.108	11.10185185
2002	224	4	Camb	Nenrich	9	4	M	 	 	 	 	10-20	0.529	0.063	8.396825397
2002	224	4	Camb	Nenrich	9	4	M	 	 	 	 	20-40	0.388	0.056	6.928571429
2002	224	4	Camb	Nenrich	9	4	M	 	 	 	 	40-60	0.311	0.046	6.760869565
2002	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3	 	 	0-10	0.765	0.084	9.107142857
2002	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3	 	 	10-20	0.62	0.073	8.493150685
2002	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3	 	 	20-40	0.419	0.058	7.224137931
2002	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3	 	 	40-60	0.183	0.038	4.815789474
2002	226	4	Camb	Namb	9	4	M	 	 	 	 	0-10	1.314	0.124	10.59677419
2002	226	4	Camb	Namb	9	4	M	 	 	 	 	10-20	0.64	0.068	9.411764706
2002	226	4	Camb	Namb	9	4	M	 	 	 	 	20-40	0.56	0.068	8.235294118
2002	226	4	Camb	Namb	9	4	M	 	 	 	 	40-60	0.26	0.047	5.531914894
2002	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	0.658	0.071	9.267605634
2002	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.617	0.077	8.012987013
2002	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.512	0.06	8.533333333
2002	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.41	0.051	8.039215686
2002	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3	 	 	0-10	0.74	0.079	9.367088608
2002	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3	 	 	10-20	0.563	0.068	8.279411765
2002	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3	 	 	20-40	0.339	0.049	6.918367347
2002	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3	 	 	40-60	0.343	0.046	7.456521739
2002	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.699	0.078	8.961538462
2002	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.477	0.063	7.571428571
2002	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.366	0.053	6.905660377
2002	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.206	0.039	5.282051282
2002	230	4	Camb	Namb	9	4	M	 	 	 	 	10-20	1.089	0.1	10.89
2002	230	4	Camb	Namb	9	4	M	 	 	 	 	20-40	0.538	0.061	8.819672131
2002	230	4	Camb	Namb	9	4	M	 	 	 	 	40-60	0.352	0.05	7.04
2002	230	4	Camb	Namb	9	4	M	 	 	 	 	0-10	0.244	0.04	6.1
2002	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.771	0.087	8.862068966
2002	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.544	0.06	9.066666667
2002	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.357	0.054	6.611111111
2002	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.219	0.04	5.475
2002	232	4	Camb	Nenrich	9	4	M	 	 	 	 	10-20	0.893	0.09	9.922222222
2002	232	4	Camb	Nenrich	9	4	M	 	 	 	 	20-40	0.746	0.073	10.21917808
2002	232	4	Camb	Nenrich	9	4	M	 	 	 	 	40-60	0.261	0.044	5.931818182
2002	232	4	Camb	Nenrich	9	4	M	 	 	 	 	0-10	0.128	0.031	4.129032258
2002	233	4	Camb	Namb	9	4	M	 	 	 	 	10-20	0.907	0.089	10.19101124
2002	233	4	Camb	Namb	9	4	M	 	 	 	 	20-40	0.628	0.074	8.486486486
2002	233	4	Camb	Namb	9	4	M	 	 	 	 	40-60	0.339	0.05	6.78
2002	233	4	Camb	Namb	9	4	M	 	 	 	 	0-10	0.168	0.034	4.941176471
2002	234	4	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.919	0.092	9.989130435
2002	234	4	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.649	0.072	9.013888889
2002	234	4	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.544	0.068	8
2002	234	4	Camb	Nenrich	16	4	M	 	 	 	 	0-10	0.251	0.033	7.606060606
2002	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3	 	 	10-20	0.863	0.073	11.82191781
2002	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3	 	 	20-40	1.051	0.077	13.64935065
2002	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3	 	 	40-60	0.437	0.045	9.711111111
2002	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3	 	 	0-10	0.219	0.035	6.257142857
2002	236	4	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.89	0.078	11.41025641
2002	236	4	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.602	0.056	10.75
2002	236	4	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.248	0.038	6.526315789
2002	236	4	Camb	Nenrich	16	4	M	 	 	 	 	0-10	0.193	0.035	5.514285714
2002	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.724	0.067	10.80597015
2002	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	20-40	0.578	0.059	9.796610169
2002	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.367	0.045	8.155555556
2002	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.241	0.038	6.342105263
2002	238	4	Camb	Nenrich	4	4	M	 	 	 	 	10-20	0.741	0.065	11.4
2002	238	4	Camb	Nenrich	4	4	M	 	 	 	 	20-40	0.742	0.072	10.30555556
2002	238	4	Camb	Nenrich	4	4	M	 	 	 	 	40-60	0.31	0.048	6.458333333
2002	238	4	Camb	Nenrich	4	4	M	 	 	 	 	0-10	0.181	0.04	4.525
2002	239	4	Camb	Namb	4	3	M	 	 	 	 	10-20	0.695	0.067	10.37313433
2002	239	4	Camb	Namb	4	3	M	 	 	 	 	20-40	0.646	0.064	10.09375
2002	239	4	Camb	Namb	4	3	M	 	 	 	 	40-60	0.344	0.049	7.020408163
2002	239	4	Camb	Namb	4	3	M	 	 	 	 	0-10	0.21	0.04	5.25
2002	240	4	Camb	Nenrich	4	1	S	 	Legume	 	 	10-20	0.852	0.085	10.02352941
2002	240	4	Camb	Nenrich	4	1	S	 	Legume	 	 	20-40	0.735	0.082	8.963414634
2002	240	4	Camb	Nenrich	4	1	S	 	Legume	 	 	40-60	0.372	0.053	7.018867925
2002	240	4	Camb	Nenrich	4	1	S	 	Legume	 	 	0-10	0.223	0.038	5.868421053
2002	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	10-20	0.884	0.083	10.65060241
2002	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	20-40	0.54	0.061	8.852459016
2002	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	40-60	0.414	0.053	7.811320755
2002	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	0-10	0.316	0.048	6.583333333
2002	242	4	Camb	Namb	4	1	S	 	Legume	 	 	10-20	0.808	0.081	9.975308642
2002	242	4	Camb	Namb	4	1	S	 	Legume	 	 	20-40	0.579	0.068	8.514705882
2002	242	4	Camb	Namb	4	1	S	 	Legume	 	 	40-60	0.291	0.047	6.191489362
2002	242	4	Camb	Namb	4	1	S	 	Legume	 	 	0-10	0.168	0.038	4.421052632
2002	243	4	Camb	Namb	9	3	M	 	 	 	 	10-20	0.774	0.078	9.923076923
2002	243	4	Camb	Namb	9	3	M	 	 	 	 	20-40	0.701	0.072	9.736111111
2002	243	4	Camb	Namb	9	3	M	 	 	 	 	40-60	0.383	0.051	7.509803922
2002	243	4	Camb	Namb	9	3	M	 	 	 	 	0-10	0.221	0.047	4.70212766
2002	244	4	Camb	Namb	4	1	S	 	C-3	 	 	10-20	0.891	0.092	9.684782609
2002	244	4	Camb	Namb	4	1	S	 	C-3	 	 	20-40	0.679	0.074	9.175675676
2002	244	4	Camb	Namb	4	1	S	 	C-3	 	 	40-60	0.324	0.05	6.48
2002	244	4	Camb	Namb	4	1	S	 	C-3	 	 	0-10	0.169	0.037	4.567567568
2002	245	5	Cenrich	Nenrich	9	4	M	 	 	 	 	10-20	1.15	0.102	11.2745098
2002	245	5	Cenrich	Nenrich	9	4	M	 	 	 	 	20-40	0.515	0.061	8.442622951
2002	245	5	Cenrich	Nenrich	9	4	M	 	 	 	 	40-60	0.604	0.068	8.882352941
2002	245	5	Cenrich	Nenrich	9	4	M	 	 	 	 	0-10	0.341	0.048	7.104166667
2002	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3	 	 	10-20	0.919	0.089	10.3258427
2002	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3	 	 	20-40	0.881	0.088	10.01136364
2002	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3	 	 	40-60	0.5	0.059	8.474576271
2002	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3	 	 	0-10	0.365	0.05	7.3
2002	247	5	Cenrich	Nenrich	4	1	S	 	C-4	 	 	10-20	1.208	0.108	11.18518519
2002	247	5	Cenrich	Nenrich	4	1	S	 	C-4	 	 	20-40	0.735	0.077	9.545454545
2002	247	5	Cenrich	Nenrich	4	1	S	 	C-4	 	 	40-60	0.51	0.06	8.5
2002	247	5	Cenrich	Nenrich	4	1	S	 	C-4	 	 	0-10	0.433	0.051	8.490196078
2002	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	10-20	1.215	0.113	10.75221239
2002	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	20-40	0.825	0.088	9.375
2002	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	40-60	0.51	0.061	8.360655738
2002	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	0-10	0.411	0.055	7.472727273
2002	249	5	Cenrich	Nenrich	4	2	M	 	 	 	 	10-20	1.128	0.101	11.16831683
2002	249	5	Cenrich	Nenrich	4	2	M	 	 	 	 	20-40	0.762	0.079	9.64556962
2002	249	5	Cenrich	Nenrich	4	2	M	 	 	 	 	40-60	0.379	0.049	7.734693878
2002	249	5	Cenrich	Nenrich	4	2	M	 	 	 	 	0-10	0.377	0.053	7.113207547
2002	250	5	Cenrich	Namb	16	4	M	 	 	 	 	10-20	1.218	0.112	10.875
2002	250	5	Cenrich	Namb	16	4	M	 	 	 	 	20-40	0.78	0.084	9.285714286
2002	250	5	Cenrich	Namb	16	4	M	 	 	 	 	40-60	0.534	0.057	9.368421053
2002	250	5	Cenrich	Namb	16	4	M	 	 	 	 	0-10	0.336	0.048	7
2002	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.506	0.061	8.295081967
2002	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.602	0.071	8.478873239
2002	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.448	0.053	8.452830189
2002	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.909	0.082	11.08536585
2002	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.682	0.078	8.743589744
2002	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4	 	 	20-40	1.421	0.139	10.22302158
2002	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.456	0.064	7.125
2002	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4	 	 	0-10	0.314	0.059	5.322033898
2002	253	5	Cenrich	Nenrich	16	4	M	 	 	 	 	10-20	1.008	0.101	9.98019802
2002	253	5	Cenrich	Nenrich	16	4	M	 	 	 	 	20-40	0.74	0.084	8.80952381
2002	253	5	Cenrich	Nenrich	16	4	M	 	 	 	 	40-60	0.391	0.055	7.109090909
2002	253	5	Cenrich	Nenrich	16	4	M	 	 	 	 	0-10	0.318	0.05	6.36
2002	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.938	0.099	9.474747475
2002	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.772	0.085	9.082352941
2002	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.535	0.062	8.629032258
2002	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.302	0.054	5.592592593
2002	255	5	Cenrich	Namb	4	3	M	 	 	 	 	10-20	0.99	0.101	9.801980198
2002	255	5	Cenrich	Namb	4	3	M	 	 	 	 	20-40	0.716	0.077	9.298701299
2002	255	5	Cenrich	Namb	4	3	M	 	 	 	 	40-60	0.561	0.07	8.014285714
2002	255	5	Cenrich	Namb	4	3	M	 	 	 	 	0-10	0.322	0.058	5.551724138
2002	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	10-20	0.987	0.111	8.891891892
2002	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	20-40	0.623	0.075	8.306666667
2002	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	40-60	0.407	0.058	7.017241379
2002	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume	 	 	0-10	0.319	0.05	6.38
2002	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb	 	 	10-20	1.09	0.097	11.2371134
2002	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.706	0.08	8.825
2002	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb	 	 	40-60	0.394	0.051	7.725490196
2002	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb	 	 	0-10	0.288	0.051	5.647058824
2002	258	5	Cenrich	Nenrich	4	4	M	 	 	 	 	10-20	1.371	0.128	10.7109375
2002	258	5	Cenrich	Nenrich	4	4	M	 	 	 	 	20-40	0.797	0.091	8.758241758
2002	258	5	Cenrich	Nenrich	4	4	M	 	 	 	 	40-60	0.54	0.068	7.941176471
2002	258	5	Cenrich	Nenrich	4	4	M	 	 	 	 	0-10	0.383	0.055	6.963636364
2002	259	5	Cenrich	Nenrich	4	3	M	 	 	 	 	10-20	1.113	0.107	10.40186916
2002	259	5	Cenrich	Nenrich	4	3	M	 	 	 	 	20-40	0.779	0.09	8.655555556
2002	259	5	Cenrich	Nenrich	4	3	M	 	 	 	 	40-60	0.406	0.057	7.122807018
2002	259	5	Cenrich	Nenrich	4	3	M	 	 	 	 	0-10	0.372	0.057	6.526315789
2002	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	10-20	0.876	0.094	9.319148936
2002	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	20-40	0.774	0.091	8.505494505
2002	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	40-60	0.458	0.059	7.762711864
2002	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3	 	 	0-10	0.371	0.055	6.745454545
2002	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3	 	 	10-20	0.803	0.095	8.452631579
2002	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3	 	 	20-40	0.867	0.096	9.03125
2002	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3	 	 	40-60	0.506	0.068	7.441176471
2002	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3	 	 	0-10	0.452	0.061	7.409836066
2002	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	10-20	0.899	0.109	8.247706422
2002	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	20-40	0.918	0.098	9.367346939
2002	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	40-60	0.597	0.078	7.653846154
2002	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume	 	 	0-10	0.347	0.057	6.087719298
2002	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.889	0.091	9.769230769
2002	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.735	0.083	8.855421687
2002	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.534	0.067	7.970149254
2002	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	0.469	0.07	6.7
2002	264	5	Cenrich	Namb	9	4	M	 	 	 	 	10-20	1.166	0.113	10.31858407
2002	264	5	Cenrich	Namb	9	4	M	 	 	 	 	20-40	0.974	0.105	9.276190476
2002	264	5	Cenrich	Namb	9	4	M	 	 	 	 	40-60	0.46	0.066	6.96969697
2002	264	5	Cenrich	Namb	9	4	M	 	 	 	 	0-10	0.363	0.051	7.117647059
2002	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.802	0.087	9.218390805
2002	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.68	0.082	8.292682927
2002	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.4975	0.0634	7.847003155
2002	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	0.2521	0.0346	7.286127168
2002	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	10-20	1.2582	0.1134	11.0952381
2002	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	20-40	0.7361	0.0735	10.01496599
2002	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	40-60	0.3745	0.043	8.709302326
2002	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3	 	 	0-10	0.3174	0.0379	8.374670185
2002	267	5	Cenrich	Nenrich	16	4	M	 	 	 	 	10-20	0.9056	0.0837	10.81959379
2002	267	5	Cenrich	Nenrich	16	4	M	 	 	 	 	20-40	0.8038	0.0746	10.77479893
2002	267	5	Cenrich	Nenrich	16	4	M	 	 	 	 	40-60	0.4366	0.0483	9.039337474
2002	267	5	Cenrich	Nenrich	16	4	M	 	 	 	 	0-10	0.3185	0.0406	7.844827586
2002	268	5	Cenrich	Namb	4	1	S	 	C-3	 	 	10-20	0.811	0.0772	10.50518135
2002	268	5	Cenrich	Namb	4	1	S	 	C-3	 	 	20-40	0.7816	0.0714	10.94677871
2002	268	5	Cenrich	Namb	4	1	S	 	C-3	 	 	40-60	0.452	0.072	6.277777778
2002	268	5	Cenrich	Namb	4	1	S	 	C-3	 	 	0-10	0.295	0.048	6.145833333
2002	269	5	Cenrich	Namb	4	1	S	 	Legume	 	 	10-20	1.165	0.119	9.789915966
2002	269	5	Cenrich	Namb	4	1	S	 	Legume	 	 	20-40	0.673	0.086	7.825581395
2002	269	5	Cenrich	Namb	4	1	S	 	Legume	 	 	40-60	0.55	0.068	8.088235294
2002	269	5	Cenrich	Namb	4	1	S	 	Legume	 	 	0-10	0.411	0.062	6.629032258
2002	270	5	Cenrich	Namb	16	4	M	 	 	 	 	10-20	0.882	0.08	11.025
2002	270	5	Cenrich	Namb	16	4	M	 	 	 	 	20-40	0.694	0.063	11.01587302
2002	270	5	Cenrich	Namb	16	4	M	 	 	 	 	40-60	0.345	0.039	8.846153846
2002	270	5	Cenrich	Namb	16	4	M	 	 	 	 	0-10	0.399	0.038	10.5
2002	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.491	0.038	12.92105263
2002	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	20-40	0.547	0.047	11.63829787
2002	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.325	0.035	9.285714286
2002	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.266	0.028	9.5
2002	272	5	Cenrich	Namb	16	4	M	 	 	 	 	10-20	1.203	0.102	11.79411765
2002	272	5	Cenrich	Namb	16	4	M	 	 	 	 	20-40	0.621	0.061	10.18032787
2002	272	5	Cenrich	Namb	16	4	M	 	 	 	 	40-60	0.516	0.046	11.2173913
2002	272	5	Cenrich	Namb	16	4	M	 	 	 	 	0-10	0.327	0.022	14.86363636
2002	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	10-20	0.752	0.067	11.2238806
2002	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	20-40	0.711	0.074	9.608108108
